DUA;Item;Fecha;AÒo;Importador;RUC;Regimen;CÛdigo NCM;Aduana;VÌa Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;PaÌs de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;DescripciÛn de MercaderÌa;DescripciÛn para Filtro
118-180050;0001;16/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01112-23;EGLV003300535835;KAOHSIUNG;Taiw·n;Taiw·n;25000;KG;25000;KILOGRAMO;0;No disponible;29500;1.18;31004.65;1.24;1500;25000;25200;NO DISPONIBLE;GLOBALENE;RESINA PLASTICA. GLOBALENE. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO 7751;RESINA PLASTICA. GLOBALENE. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO 7751
118-180232;0001;16/05/2023;2023;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;ONEYTS2NU1308400;TIANJIN;China;China;168;TM;168000;KILOGRAMO;0;No disponible;180978.18;1077.25;189118.76;1125.71;7990.05;168000;169102;NO DISPONIBLE;S/M;RESINA DE POLIPROPILENO. S/M. S/M 6720 BAGS  POLYPROPYLENE 1102K;RESINA DE POLIPROPILENO. S/M. S/M 6720 BAGS  POLYPROPYLENE 1102K
118-180413;0002;16/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01094-23;HLCUSS5230434480;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;26677.69;1077.89;31182.42;1259.9;4500;24750;25360;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N
118-180548;0001;16/05/2023;2023;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01129-23;MEDUAW244712;ANTWERPEN;BÈlgica;Reino Unido;99;TM;99000;KILOGRAMO;0;No disponible;182652.56;1844.98;193756.92;1957.14;11020;99000;100780;NO DISPONIBLE;ELTEX;COPOLIMERO DE POLIPROPILENO. ELTEX. KS359 HP PE BACGS ON 72 X 1375KG PALLET EN FORMAS BASICAS PP COPOLYMER: ELTEX P  KS359 HP 3960X25KG;COPOLIMERO DE POLIPROPILENO. ELTEX. KS359 HP PE BACGS ON 72 X 1375KG PALLET EN FORMAS BASICAS PP COPOLYMER: ELTEX P  KS359 HP 3960X25KG
118-181627;0001;17/05/2023;2023;EMUSA PERU S.A.C.;4  20536733419;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01067-23;HLCUANR230416523;HAMBURG;Alemania;Austria;22500;KG;22430;KILOGRAMO;0;No disponible;29468.24;1.31;32415.84;1.44;2932.42;22430;22430;NO DISPONIBLE;BORSOFT;Polipropileno SA233CF, Borsoft, S/M 3220010810, SA233CF INDUSTRIAL. Copol√ùmero heterofasico aleatorio blando, Densidad: 0,900 g/cm3 BAG PROPYLENE COPOLYMER Copol√ùmero Heterofasico aleatorio.;Polipropileno SA233CF, Borsoft, S/M 3220010810, SA233CF INDUSTRIAL. Copol√ùmero heterofasico aleatorio blando, Densidad: 0,900 g/cm3 BAG PROPYLENE COPOLYMER Copol√ùmero Heterofasico aleatorio.
118-181645;0001;17/05/2023;2023;EMUSA PERU S.A.C.;4  20536733419;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01067-23;HLCUANR230422394;HAMBURG;Alemania;Austria;22500;KG;22500;KILOGRAMO;0;No disponible;28746.6;1.28;32416.01;1.44;3654.23;22500;23300;NO DISPONIBLE;BORSOFT;Polipropileno SA233CF, Borsoft, S/M 3220010809, SA233CF INDUSTRIAL. Copol√ùmero heterofasico aleatorio blando, Densidad: 0,900 g/cm3 BAG PROPYLENE COPOLYMER Copol√ùmero Heterofasico aleatorio.;Polipropileno SA233CF, Borsoft, S/M 3220010809, SA233CF INDUSTRIAL. Copol√ùmero heterofasico aleatorio blando, Densidad: 0,900 g/cm3 BAG PROPYLENE COPOLYMER Copol√ùmero Heterofasico aleatorio.
118-182790;0001;17/05/2023;2023;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BNTH4;CHARLESTOWN;Estados Unidos;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;53734;1085.54;59432.7;1200.66;5666;49500;50523.63;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14
118-182790;0002;17/05/2023;2023;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BNTH4;CHARLESTOWN;Estados Unidos;Estados Unidos;7.87;TM;7875;KILOGRAMO;0;No disponible;8548.59;1086.22;9455.2;1201.42;901.4;7875;8037.85;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14
118-182790;0003;17/05/2023;2023;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BNTH4;CHARLESTOWN;Estados Unidos;Estados Unidos;16.87;TM;16875;KILOGRAMO;0;No disponible;18318.41;1085.86;20261.14;1201.02;1931.59;16875;17223.96;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14;POLIPROPILENO COPOLIMERO BRASKEM C702-20NA MATERIAL: POLIPROPILENO // EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO C702-20NA - POLYPROPYLENE COPOLYMER CODIGO: C702-20NA P14
118-183434;0001;18/05/2023;2023;YNG S.A.C.;4  20481059713;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBSC230581463;CHARLESTON;Estados Unidos;Estados Unidos;24.75;TM;24750;KILOGRAMO;0;No disponible;29837;1205.54;33117.96;1338.1;2908;24750;25269.75;NO DISPONIBLE;S/M;COPOLIMERO.S/M.S/M. TI4020N P14 INSUMO DE USO INDUSTRIAL TI4020N-POLIPROPYLENE COPOLYMER;COPOLIMERO.S/M.S/M. TI4020N P14 INSUMO DE USO INDUSTRIAL TI4020N-POLIPROPYLENE COPOLYMER
118-183703;0001;18/05/2023;2023;WMB E.I.RL.;4  20523766024;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01112-23;SEL1522274;No disponible;Corea del Sur;Francia;44;TM;44000;KILOGRAMO;0;No disponible;52180;1185.91;55432.25;1259.82;2600;44000;45090;NO DISPONIBLE;S/M;POLIPROPILENO COPOLIMERO. S/M. S/M JH-370A  POLYPROPYLENE COPOLYMER INJECTION;POLIPROPILENO COPOLIMERO. S/M. S/M JH-370A  POLYPROPYLENE COPOLYMER INJECTION
118-183852;0003;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0001;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0002;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0004;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0005;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0006;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0007;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0008;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-183852;0009;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ020194X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;28911;1156.44;33473.08;1338.92;4539;25000;25452.22;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0001;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0002;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0003;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0004;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0005;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0006;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0007;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0008;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0009;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-184240;0010;18/05/2023;2023;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCURI4230413067;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;29228.01;1169.12;33752.14;1350.09;4500.86;25000;25438;NO DISPONIBLE;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO CG 210NA BR25 20 BOLSAS CON 1,250 KG C/U CG 210NA-POLIPROPILENO COPO HETEROFASICO
118-185781;0001;19/05/2023;2023;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCUSS5230452802;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27922.5;1128.18;32455.23;1311.32;4500;24750;25374;NO DISPONIBLE;No disponible;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14
118-185781;0002;19/05/2023;2023;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCUSS5230452802;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27922.5;1128.18;32455.23;1311.32;4500;24750;25374;NO DISPONIBLE;No disponible;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14
118-185781;0003;19/05/2023;2023;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCUSS5230452802;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27922.5;1128.18;32455.23;1311.32;4500;24750;25374;NO DISPONIBLE;No disponible;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14
118-185781;0004;19/05/2023;2023;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCUSS5230452802;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27922.5;1128.18;32455.23;1311.32;4500;24750;25374;NO DISPONIBLE;No disponible;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14;POLIPROPILENO COPOLIMERO. BRASKEM. EP 440N EP 440N-POLIPROPILENO COPO HETEROFASICO POLIPROPILENO COPOLIMERO 990 BOLSAS EN 18 PALLETS DE 1375 KG.EP 440N PL14
