DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-186405;0004;19/05/2023;2023;PIERIPLAST S.A.C.;4  20101294359;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01097-23;KECL2304199;KEELUNG (CHILUNG);Taiw醤;Taiw醤;2000;KG;2000;KILOGRAMO;0;No disponible;5800;2.9;6017.77;3.01;191;2000;2054.05;NO DISPONIBLE;No disponible;RESINA PARA INJECCION. CHEER YOUNG. S/M PP RESIN PHM-45 NA&BK ( CHEER YOUNG)+ USO: INYECCION DE PLASTICOS EN KILOGRAMOS RESINA DE POLYPROPILENO;RESINA PARA INJECCION. CHEER YOUNG. S/M PP RESIN PHM-45 NA&BK ( CHEER YOUNG)+ USO: INYECCION DE PLASTICOS EN KILOGRAMOS RESINA DE POLYPROPILENO
118-186644;0007;19/05/2023;2023;CHARDLED IMPORT E.I.R.L.;20608504274;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01112-23;TLEXP3040042;NINGBO;China;China;16;TM;6264.99;KILOGRAMO;0;No disponible;16000;1000;16523.05;1032.69;323.05;6264.99;6594.72;NO DISPONIBLE;No disponible;POLIPROPILENO. DAMISA. S/M COLOR BLANCO  POLIPROPILENO PP. BLANCO;POLIPROPILENO. DAMISA. S/M COLOR BLANCO  POLIPROPILENO PP. BLANCO
118-186644;0008;19/05/2023;2023;CHARDLED IMPORT E.I.R.L.;20608504274;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01112-23;TLEXP3040042;NINGBO;China;China;4;TM;1566.24;KILOGRAMO;0;No disponible;4000;1000;4130.76;1032.69;80.76;1566.24;1648.68;NO DISPONIBLE;No disponible;POLIPROPILENO. DAMISA. S/M COLOR GRIS  POLIPROPILENO PP. GRIS;POLIPROPILENO. DAMISA. S/M COLOR GRIS  POLIPROPILENO PP. GRIS
118-186867;0001;20/05/2023;2023;GIVA IMPORT E.I.R.L.;4  20492507891;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01012-23;1052749906;SAN VICENTE;Chile;Chile;25.5;TM;25500;KILOGRAMO;0;No disponible;31110;1220;32773.87;1285.25;1275;25500;26075;NO DISPONIBLE;No disponible;POLIPROPILENO HOMOPOLIMERO.S/M.S/M. PH2615-P1500 SATINIZADO PETROQUIM SACOS DE PLASTICOS DE 25KG;POLIPROPILENO HOMOPOLIMERO.S/M.S/M. PH2615-P1500 SATINIZADO PETROQUIM SACOS DE PLASTICOS DE 25KG
118-186867;0002;20/05/2023;2023;GIVA IMPORT E.I.R.L.;4  20492507891;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01012-23;1052749906;SAN VICENTE;Chile;Chile;25.5;TM;25500;KILOGRAMO;0;No disponible;31110;1220;32773.87;1285.25;1275;25500;26075;NO DISPONIBLE;No disponible;POLIPROPILENO HOMOPOLIMERO.S/M.S/M. PH4040-P1500 SATINIZADO PETROQUIM SACOS DE PLASTICOS DE 25KG;POLIPROPILENO HOMOPOLIMERO.S/M.S/M. PH4040-P1500 SATINIZADO PETROQUIM SACOS DE PLASTICOS DE 25KG
118-187129;0001;21/05/2023;2023;PLASTINDUSTRIA SOCIEDAD ANONIMA CERRADA;4  20518433637;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01012-23;1052750164;SAN VICENTE;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;31365;1.23;32674.27;1.28;1275;25500;25920;NO DISPONIBLE;No disponible;HOMOPOLIMERO PETROQUIM S/M DE POLIPROPILENO HOMOPOLIMERO PARA INDUSTRIA PLASTICA GRADO PH0130-P1500 SANITIZADO EN BOLSAS DE 25 KG;HOMOPOLIMERO PETROQUIM S/M DE POLIPROPILENO HOMOPOLIMERO PARA INDUSTRIA PLASTICA GRADO PH0130-P1500 SANITIZADO EN BOLSAS DE 25 KG
118-187693;0001;22/05/2023;2023;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00981-23;EGLV003300577643;KAOHSIUNG;Taiw醤;Estados Unidos;50000;KG;50000;KILOGRAMO;0;No disponible;61029.75;1.22;64192.62;1.28;2400;50000;50240;NO DISPONIBLE;TAIRIPRO;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:13359AL;POLIPROPILENO HOMOPOLIMERO TAIRIPRO S1005 POLIPROPILENO HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2000 BOLSAS x 25 KG C/U., ITEM CODE PP S1005, LOTE:13359AL
118-187845;0001;22/05/2023;2023;PLASTICOS PERU ALFA SOC RESP LTDA;4  20112231413;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;HLCUSEL230434551;KRZZA;Corea del Sur;Estados Unidos;110;TM;110000;KILOGRAMO;0;No disponible;125239.45;1138.54;137681.5;1251.65;12260.55;110000;110410;NO DISPONIBLE;LOTTE;POLIPROPILENO HOMOPOLIMERO. LOTTE. H4540 SACOS DE 25 KG USO INDUSTRIAL POLYPROPYLENE HOMOPOLYMER H4540;POLIPROPILENO HOMOPOLIMERO. LOTTE. H4540 SACOS DE 25 KG USO INDUSTRIAL POLYPROPYLENE HOMOPOLYMER H4540
118-187990;0001;22/05/2023;2023;ATLANTICA S.R.L.;4  20488011538;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ019956X;RIO GRANDE;Brasil;Uruguay;74.25;TM;74250;KILOGRAMO;0;No disponible;80493.39;1084.09;95116.56;1281.03;13617;74250;76020;NO DISPONIBLE;BRASKEM;POLIPROPILENO HOMOPOLIMERO BRASKEM H503 HS POLIPROPILENO SIN CARGA HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2970 BOLSAS x 25 KG C/U. COD.H503 HS. LOTE:RSGLMD003E. RSGLMD004E;POLIPROPILENO HOMOPOLIMERO BRASKEM H503 HS POLIPROPILENO SIN CARGA HOMOPOLIMERO PARA USO EN LA FABRICACION DE SACOS DE POLIPROPILENO EN 2970 BOLSAS x 25 KG C/U. COD.H503 HS. LOTE:RSGLMD003E. RSGLMD004
118-188348;0001;22/05/2023;2023;INDUSTRIAS RAYBEN S.A.C.;4  20504814255;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;00981-23;EGLV003300672026;KAOHSIUNG;Taiw醤;Francia;25;TM;25000;KILOGRAMO;0;No disponible;28875;1155;30735.93;1229.44;1500;25000;25250;NO DISPONIBLE;S/M;POLIPROPILENO. S/M. PT100 PT100 LAMINADO Y TERMOFORMADO POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 PRESENTACION 25KG;POLIPROPILENO. S/M. PT100 PT100 LAMINADO Y TERMOFORMADO POLYPROPYLENE HOMOPOLYMER GLOBALENE PT100 PRESENTACION 25KG
118-188571;0001;23/05/2023;2023;TOP COMERCIALIZADORA Y DISTRIBUIDORA S.A.C.;4  20538492028;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;HLCUSS5230467540;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;26430.19;1067.89;30963.5;1251.05;4500;24750;25430;NO DISPONIBLE;BRASKEM;POLIPROPILENO (HOMOPOLIMERO) BRASKEM S/M 990 BOLSAS X 25 KG C/U USO INDUSTRIAL H202HC SIN CARGA HOMO;POLIPROPILENO (HOMOPOLIMERO) BRASKEM S/M 990 BOLSAS X 25 KG C/U USO INDUSTRIAL H202HC SIN CARGA HOMO
118-188859;0001;23/05/2023;2023;PACKPLAST ENVOLTURAS SOCIEDAD ANONIMA CE;4  20546255299;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;HLCUSEL230470512;KRZZA;Corea del Sur;Estados Unidos;44000;KG;44000;KILOGRAMO;0;No disponible;50662.89;1.15;55664.23;1.27;4927.11;44000;44176;NO DISPONIBLE;S/M;POLIPROPILENO. S/M. S/M POLIPROPILENO HOMOPOLIMERO H4540 BULTOS: 1760 BOLSAS DE 25 KG C/U POLIPROPILENO LOT: P23222074// P23222076;POLIPROPILENO. S/M. S/M POLIPROPILENO HOMOPOLIMERO H4540 BULTOS: 1760 BOLSAS DE 25 KG C/U POLIPROPILENO LOT: P23222074// P23222076
118-188949;0001;23/05/2023;2023;BIOBOLSA E.I.R.L;4  20600881036;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;SEAU227224655;CHARLESTON;Estados Unidos;Estados Unidos;16.5;TM;16500;KILOGRAMO;0;No disponible;17404;1054.79;20007.55;1212.58;2386;16500;16680;NO DISPONIBLE;S/M;POLIPROPILENO. S/M. S/M POLYPROPYLENE FIBER GRADE PP PF260GQ PARA USO INDUSTRIAL FIBRA DE POLIPROPILENO DE GRADO PP PF260GQ EN SACOS DE 25 KG C/U;POLIPROPILENO. S/M. S/M POLYPROPYLENE FIBER GRADE PP PF260GQ PARA USO INDUSTRIAL FIBRA DE POLIPROPILENO DE GRADO PP PF260GQ EN SACOS DE 25 KG C/U
118-189359;0001;23/05/2023;2023;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SEAU830263219;RIO DE JANEIRO;Brasil;Uruguay;49.5;TM;49500;KILOGRAMO;0;No disponible;53681.58;1084.48;62915.91;1271.03;9162.42;49500;50960;NO DISPONIBLE;BRASKEM;POLIPROPILENO HOMOPOLIMERO . BRASKEM. S/M EN BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER PH0952;POLIPROPILENO HOMOPOLIMERO . BRASKEM. S/M EN BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER PH0952
118-189528;0001;23/05/2023;2023;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;ONEYTPED17709500;KEELUNG (CHILUNG);Taiw醤;Estados Unidos;300;TM;300000;KILOGRAMO;0;No disponible;355483.03;1184.94;374034.13;1246.78;17810.1;300000;302076;NO DISPONIBLE;FORMOSA;POLIPROPILENO HOMOPOLIMERO. FORMOSA. FPC 1124 EN SACOS DE PLASTICO DE 25KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE FPC 1124;POLIPROPILENO HOMOPOLIMERO. FORMOSA. FPC 1124 EN SACOS DE PLASTICO DE 25KG PARA INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE FPC 1124
118-189964;0001;24/05/2023;2023;QUIMTIA S.A.;4  20110200201;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;HLCUTS12303ATJJ5;TIANJINXINGANG;China;Francia;56;TM;56000;KILOGRAMO;0;No disponible;60608.95;1082.3;64443.34;1150.77;3791.05;56000;56460;NO DISPONIBLE;S/M;POLIPROPILENO HOMOPOLIMERO S/M S/M  USO INDUSTRIAL EN SACOS POLYPROPYLENE HOMOPOLYMER L5E89;POLIPROPILENO HOMOPOLIMERO S/M S/M  USO INDUSTRIAL EN SACOS POLYPROPYLENE HOMOPOLYMER L5E89
118-190248;0001;24/05/2023;2023;TERMOPACK  DEL PERU  S.A.C.;4  20523394721;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBO2230506743;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;33149;1.23;33783.75;1.25;601;27000;27510;NO DISPONIBLE;ESENTTIA;POLIPROPILENO. ESENTTIA. 03H83 LOTE: 123E0032B. 123A0483B FABRICACION DE ARTICULOS DE USO DOMESTICO / FORMA PRIMARIA PLASTICO USADO PARA FABRICAR PR HOMOPOLIMERO 03H83 BOLSAS 25 KG EN 1080 BOLSAS DE  25 KG. C/U;POLIPROPILENO. ESENTTIA. 03H83 LOTE: 123E0032B. 123A0483B FABRICACION DE ARTICULOS DE USO DOMESTICO / FORMA PRIMARIA PLASTICO USADO PARA FABRICAR PR HOMOPOLIMERO 03H83 BOLSAS 25 KG EN 1080 BOLSAS DE
118-190274;0001;24/05/2023;2023;NORSAC SA.;4  20125625780;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01099-23;SUDU63SSZ018742X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;25161;1016.61;30261.34;1222.68;4785.82;24750;25360;NO DISPONIBLE;BRASKEM;POLIPROPILENO HOMOPOLIMERO DE 0.905 G/CM3 H 103 EN BOLSAS DE 25 KG BRASKEM;POLIPROPILENO HOMOPOLIMERO DE 0.905 G/CM3 H 103 EN BOLSAS DE 25 KG BRASKEM
118-190540;0001;24/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBO2230430346;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;38674.18;1.43;39284.99;1.45;601;27000;27530;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO 03H82. ESENTTIA. 03H82 BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 03H82 NO. LOTE: 223A5352A;HOMOPOLIMERO 03H82. ESENTTIA. 03H82 BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 03H82 NO. LOTE: 223A5352A
118-190540;0002;24/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBO2230430346;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;38998.1;1.44;39609;1.47;601;27000;27530;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 08H85-1 BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 08H85-1 NO. LOTE: 123M0601A;HOMOPOLIMERO. ESENTTIA. 08H85-1 BOLSAS 25 KG USO INDUSTRIAL HOMOPOLIMERO 08H85-1 NO. LOTE: 123M0601A
118-190804;0001;24/05/2023;2023;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;IBC1064967;BARCELONA;Espa馻;Espa馻;25.65;TM;25650;KILOGRAMO;0;No disponible;26796.05;1044.68;28299.14;1103.28;1457.95;25650;26050;NO DISPONIBLE;GRANIC;GRANIC 1051. GRANIC. S/M G1051S 1350GT GRANIC 1051 SE UTILIZA PARA REEMPLAZAR HASTA UN 50% DE POLIMERO VIRGEN NO RECICLADO Y REFO GRANIC 1051  (25KG/BAG) LA FLEXION Y LA RESISTENCIA AL IMPACTO DE PIEZAS RIGIDAS.LOTE: 000C230132;GRANIC 1051. GRANIC. S/M G1051S 1350GT GRANIC 1051 SE UTILIZA PARA REEMPLAZAR HASTA UN 50% DE POLIMERO VIRGEN NO RECICLADO Y REFO GRANIC 1051  (25KG/BAG) LA FLEXION Y LA RESISTENCIA AL IMPACTO DE PIEZ
118-190935;0001;24/05/2023;2023;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00000-;#BLNE;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27011.83;1091.39;31588.55;1276.31;4539;24750;25326.66;No disponible;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS CODIGO: PH 0130 PL14 LOTE N潞 RSGHMC010E / RSGHMA054E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS
118-190935;0002;24/05/2023;2023;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00000-;#BLNE;RIO GRANDE;Brasil;Brasil;54.75;TM;24750;KILOGRAMO;0;No disponible;27011.83;493.37;31588.55;576.96;4539;24750;25326.66;No disponible;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS CODIGO: PH 0130 PL14 LOTE N潞 RSGHMC010E / RSGHMA054E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS
118-190935;0003;24/05/2023;2023;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;00000-;#BLNE;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;27011.83;1091.39;31588.55;1276.31;4539;24750;25326.66;No disponible;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS CODIGO: PH 0130 PL14 LOTE N潞 RSGHMC010E / RSGHMA054E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. PH 0130 PARA PROCESOS DE EXTRUSION GENERAL. RAFIA. SOPLADO Y TERMOFORMADO PARA USO INDUSTRIAL. 18 PALETAS CON 990 BOLSAS MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS
118-191113;0001;24/05/2023;2023;COLCA DEL PERU S A;4  20100351804;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01165-23;MAEU223985216;No disponible;Arabia Saudi;Estados Unidos;24;TM;24000;KILOGRAMO;0;No disponible;20252.22;843.84;26936.98;1122.37;6606;24000;24500;NO DISPONIBLE;NATPET;POLIPROPILENO HOMOPOLIMERO. NATPET. S/M NATPET H12ML USO: SACOS DE RAFIA POLYPROPYLENE HOMOPOLYMER LOTE: 220631;POLIPROPILENO HOMOPOLIMERO. NATPET. S/M NATPET H12ML USO: SACOS DE RAFIA POLYPROPYLENE HOMOPOLYMER LOTE: 220631
118-192645;0001;25/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230504704;CARTAGENA;Colombia;Colombia;54000;KG;54000;KILOGRAMO;0;No disponible;77996.2;1.44;79218;1.47;1202;54000;54925;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. 08H85-1 EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 08H85-1;HOMOPOLIMERO. ESENTTIA. 08H85-1 EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 08H85-1
118-192645;0002;25/05/2023;2023;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;01174-23;HLCUBO2230504704;CARTAGENA;Colombia;Colombia;54000;KG;54000;KILOGRAMO;0;No disponible;77348.36;1.43;78569.99;1.45;1202;54000;54925;NO DISPONIBLE;ESENTTIA;HOMOPOLIMERO. ESENTTIA. S/M EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82;HOMOPOLIMERO. ESENTTIA. S/M EN BOLSAS DE 25 KILOS USO INDUSTRIAL HOMOPOLIMERO 03H82
118-192767;0001;25/05/2023;2023;M.R. INVERSIONES PERU ALFA SOCIEDAD ANON;4  20381721231;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;01114-23;SHHP30236100;SHANGHAI;China;China;294;TM;294000;KILOGRAMO;0;No disponible;314723.46;1070.49;334628.09;1138.19;19466.1;294000;299785;NO DISPONIBLE;SHENHUA;POLIPROPILENO. SHENHUA. L5E89  MATERIA PRIMA PARA FABRICACION DE  ENVASES POLYPROPYLEN L5E89 -;POLIPROPILENO. SHENHUA. L5E89  MATERIA PRIMA PARA FABRICACION DE  ENVASES POLYPROPYLEN L5E89 -
118-192879;0001;25/05/2023;2023;MERCANTIL S A;4  20100312736;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;HLCUSEL230434584;KRZZA;Corea del Sur;Estados Unidos;22;TM;22000;KILOGRAMO;0;No disponible;25245.46;1147.52;27763.57;1261.98;2463.55;22000;22485;NO DISPONIBLE;S/M;HOMOPOLIMERO DE POLIPROPILENO S/M S/M LOTE : P23222074  FABRI 03/05/2023  EXP  26/04/2023 INDUSTRIAL POLYPROPYLENE HOMOPOLYMER H4540 880 BOLSAS X 25 KG C/U;HOMOPOLIMERO DE POLIPROPILENO S/M S/M LOTE : P23222074  FABRI 03/05/2023  EXP  26/04/2023 INDUSTRIAL POLYPROPYLENE HOMOPOLYMER H4540 880 BOLSAS X 25 KG C/U
118-192879;0002;25/05/2023;2023;MERCANTIL S A;4  20100312736;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01098-23;HLCUSEL230434584;KRZZA;Corea del Sur;Estados Unidos;22;TM;22000;KILOGRAMO;0;No disponible;25245.46;1147.52;27763.57;1261.98;2463.55;22000;22485;NO DISPONIBLE;S/M;HOMOPOLIMERO DE POLIPROPILENO S/M S/M LOTE  P23222076    FABRI 03/05/2023  EXP 27/04/2023 INDUSTRIAL POLYPROPYLENE HOMOPOLYMER  H4540 880 BOLSAS X 25 KG C/U;HOMOPOLIMERO DE POLIPROPILENO S/M S/M LOTE  P23222076    FABRI 03/05/2023  EXP 27/04/2023 INDUSTRIAL POLYPROPYLENE HOMOPOLYMER  H4540 880 BOLSAS X 25 KG C/U
118-192998;0001;25/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BMYC0;CHARLESTON;Estados Unidos;Estados Unidos;49.5;TM;49500;KILOGRAMO;0;No disponible;53239;1075.54;58913.83;1190.18;5666;49500;50580;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO INSPIRE 6025;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO INSPIRE 6025
118-192998;0003;25/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BMYC0;CHARLESTON;Estados Unidos;Estados Unidos;15.12;TM;15125;KILOGRAMO;0;No disponible;16721.22;1105.9;18455.27;1220.59;1731.27;15125;15455;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO D115A;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO D115A
118-192998;0004;25/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BMYC0;CHARLESTON;Estados Unidos;Estados Unidos;13.75;TM;13750;KILOGRAMO;0;No disponible;14719.86;1070.54;16296.19;1185.18;1573.88;13750;14050;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480
118-192998;0005;25/05/2023;2023;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01123-23;HLCUBSC2304BMYC0;CHARLESTON;Estados Unidos;Estados Unidos;33;TM;33000;KILOGRAMO;0;No disponible;35327.67;1070.54;39110.86;1185.18;3777.33;33000;33720;NO DISPONIBLE;BRASKEM;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480;RESINA PLASTICA. BRASKEM. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PG 480
